path,total_conversions,total_conversion_value,total_null
Push Notifications > Push Notifications > Push Notifications,1,4.834,5
Email > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,10,52.40727273,30
Paid Search > Display,1,3.722,3
Email > Display > Push Notifications > Affiliate > Display > Paid Social > Email > Paid Social,1,0.29,5
Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Paid Social > Videos,3,10.894,7
Paid Search > Paid Search > Display > Push Notifications > Push Notifications > Paid Search > Display > Push Notifications > Display > Push Notifications > Paid Search > Email > Paid Search,1,1.012,3
Paid Search > Push Notifications,0,0,2
Display,1,1.68,3
Push Notifications > Paid Search > Videos,1,1.65,3
Paid Search > Paid Search > Paid Search > Paid Search,0,0,3
Paid Search > Push Notifications > Paid Social,1,0.534,2
Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Email > Paid Social > Paid Social > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Push Notifications > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > SMS > Paid Social > Paid Social > Paid Social > Paid Social > Affiliate > Paid Social,1,2.871,3
Paid Search > Paid Search > Push Notifications > Paid Search > Paid Search > Paid Search > Paid Search > Videos > Paid Search > Push Notifications > Push Notifications > Display > Push Notifications > Paid Search > Videos > Paid Search > Paid Search > Paid Search > Display > Videos > Email,1,5.476,2
Paid Search > Push Notifications,1,18.638,3
Paid Search > Paid Search > Paid Search > Videos > Paid Search > Paid Search,1,3.775,3
Paid Search > Paid Search > Push Notifications,1,2.822,3
Push Notifications > Paid Social,0,0,3
Paid Search > Paid Search > Paid Search > Paid Social > Direct Mail > Paid Search > Paid Search > Paid Search,2,3.806,5
Display > Push Notifications > Display,1,0.928,2
Push Notifications > Paid Social > Push Notifications > Push Notifications,1,2.82,2
Push Notifications,1,2.57,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Videos,1,4.279,3
Paid Search > Paid Search > SMS > SMS > Paid Search > Paid Search,1,3.812,3
Paid Search > Display > Display > Email,1,2.474,3
Display > Push Notifications > Display > Display > Push Notifications > Display > Push Notifications,1,4.811,2
Paid Search > Paid Search > Paid Search > Email > Paid Search > Paid Search,1,6.123,3
Paid Search > Display > Display > Display > Display > SMS > SMS > Internal Campaign > Push Notifications > Push Notifications > Display > Display > SMS > Push Notifications > Paid Social > Paid Social > Paid Social > Push Notifications > Affiliate > Display > Push Notifications > Affiliate > Display > Paid Search > Push Notifications > Paid Social,1,3.255,2
Paid Search > Display > Push Notifications > Paid Social,1,4.917,3
Paid Search > SMS > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Affiliate > Paid Search > Paid Search > Push Notifications > Paid Search > Push Notifications,1,6.015,3
Paid Search > Push Notifications > Paid Search > Affiliate,1,4.305,3
Paid Search > Paid Social > Affiliate > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Affiliate,1,2.37,2
Email > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Push Notifications > Affiliate,1,4.64,2
Display > Push Notifications,1,6.899,2
Paid Search > Paid Search > Paid Search > Push Notifications,1,4.669,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search,1,1.343,3
Display > Direct Mail,1,3.356,2
Display > Display > Email,1,1.6,3
Paid Search > Paid Search > Paid Social > Display > Paid Social > Paid Social > Paid Social,1,3.985,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Social,1,5.035,2
Display > Paid Search > Display > Display > Paid Search,1,3.574,3
Display > Display > Display > Display > Display > Display > Display,1,6.306,2
Paid Search > Email > Paid Social > Paid Social,2,4.562,5
Affiliate > Paid Social,8,50.0624,28
Push Notifications > Email,1,8,2
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Push Notifications,1,10.459,3
Email > Display > Display > Paid Social > Videos > Videos > Display > Display > Videos > Display > Email,1,5.679,2
Display > Display > Push Notifications > Paid Social > Videos > Internal Campaign,1,3.05,2
Display > Push Notifications,1,2.302,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,1.21,3
Paid Search > Paid Search > Paid Search > Internal Campaign > Paid Search,1,2.789,2
Display > Videos,1,2.263,3
Paid Search > Paid Search > Paid Search > Push Notifications > Paid Search > Paid Search > Push Notifications > Paid Search > Push Notifications,1,2.214,3
Email > Paid Search > Paid Social > Display > Display > Display > Display,1,7.5,2
Display,2,3.153,6
Email > Affiliate > Push Notifications > Videos > Videos > Paid Social > SMS > Paid Social > Affiliate,1,2.763,3
Push Notifications,1,15.071,2
Display > Paid Search > Email,1,6.755,3
Paid Search > Paid Search > Paid Search > Paid Social > Videos > Paid Social > Email > Display > Paid Search > Paid Social > Internal Campaign > Email > Internal Campaign,1,2.575,2
Videos > Paid Social > SMS > Affiliate > Paid Social > Paid Search,1,2.551,3
Email > Display > Display > Display > Paid Search > Videos > Paid Search,1,2.9,2
Paid Search > SMS > Push Notifications > Paid Search > Paid Search,0,0,2
Direct Mail > Display > Videos,1,4.14,2
Push Notifications > Push Notifications > Paid Search,1,1.863,2
Display > Display > Display > Display > Display > Display > Push Notifications > Push Notifications > Display > Display > Push Notifications > Display > Push Notifications > Paid Social > Display > Push Notifications > Affiliate > Push Notifications,0,0,3
Push Notifications > Paid Social > Paid Social,0,0,2
Affiliate > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,1.99,2
Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search,1,3.75,2
Display > Display > Push Notifications,1,16.648,3
Videos > Paid Social > Videos > Paid Social > Videos > Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Paid Social > Audio > Videos > Videos > Paid Social > Paid Social > Paid Social > Paid Social > Videos > Paid Social > Paid Social > Videos > Paid Social > Paid Social > Paid Search > Paid Social > Videos > Paid Social > Paid Social > Paid Social > Paid Social > Videos > Paid Social > Videos > Paid Social,0,0,3
Push Notifications > Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Push Notifications > Push Notifications > Paid Social,1,14.13,3
Videos > Videos > Videos > Paid Social > Paid Social > SMS > Paid Social > Paid Social,1,9.935,6
Display > Display > Display > Display,1,6.567,3
Paid Search > Push Notifications > Push Notifications > Push Notifications > Paid Social > Paid Search,1,1.837,2
Display,2,8.145,5
Push Notifications > Direct Mail > Paid Search > Paid Search > Videos > Paid Social > Videos > Videos,1,1.1,2
Videos > Paid Social > Affiliate > Videos > Paid Social,1,7.446,2
Push Notifications > Paid Search > Paid Search > Paid Search,1,2.462,3
Paid Social > Paid Search > Push Notifications > Paid Social,1,8.92,3
Email > Display > Display > Display > Display > Email > Display,1,5.84,3
Push Notifications,1,5.46,2
Paid Search > Display > Push Notifications > Display,1,2.597,2
Push Notifications > Paid Social,1,6.71,3
Display > Display > Push Notifications,1,5.011,2
Videos > Videos > Internal Campaign,1,2.7,3
Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Affiliate > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Affiliate > Paid Social > Paid Social,1,1.981,3
Display > Display > Push Notifications > Paid Social > Paid Search,1,6.977,2
Email > Display > Display > Display > Display > Display > Paid Social > Paid Social,0,0,3
Paid Search > Paid Search > Videos,1,2.971,2
Push Notifications,1,2.84,2
Push Notifications > Paid Search > Paid Search > Push Notifications,1,1.734,2
Display > Display > Display > Display > Display > Display > Display > Display > Display > Push Notifications,1,2.898,3
Paid Social > Paid Search > Paid Search,1,3.915,2
Push Notifications > Paid Social,1,1.75,2
Paid Search > Email > Paid Search > Display > Paid Search > Display > Paid Search > Paid Search > Paid Search,0,0,2
Push Notifications > Paid Search > Paid Search > Display > Display > Display > Paid Social > Paid Search > Display > Push Notifications,0,0,2
Push Notifications,1,3.786,3
Display > Display > Display > Display > Display > Display > Push Notifications,1,5.825,2
Push Notifications > Push Notifications,1,7.457,2
Push Notifications > Paid Social > Paid Social,0,0,3
Paid Search > SMS > Paid Search > SMS > SMS > Affiliate > SMS > SMS > Affiliate,0,0,3
Push Notifications,0,0,2
Display > Email > Paid Social > Email > Paid Social,0,0,3
Display > Paid Search > Paid Search > Videos > Display > Display > Push Notifications > Display > Push Notifications,1,3.979,2
Direct Mail > Direct Mail > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,4.74,3
Email > Push Notifications,6,18.733,17
Display > Paid Search > Paid Search > Display,0,0,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,0,0,3
Display > Display > Display > Display > Display > Push Notifications,1,2.11,2
Display > Display > Push Notifications > Display > Display > Display > Display > Display > Push Notifications > Push Notifications,0,0,3
Display > Display > Display > Push Notifications > Videos > Display > Push Notifications > Affiliate > Display > Push Notifications > Paid Search > Display > Display > Display > Display > Videos > Display > Display > Display > Display > Affiliate,1,26.595,3
Push Notifications,1,1.708,3
Paid Search > Paid Search > Paid Search > Paid Search,1,2.1,2
Display > Display > Internal Campaign > Display > Push Notifications > Paid Social,1,5.243,3
Push Notifications,1,8.546,2
Push Notifications > Display > Push Notifications > Push Notifications > Paid Social > Affiliate,1,10.824,3
Display > Push Notifications,0,0,3
Push Notifications,0,0,2
Email > Paid Social > Paid Social > Affiliate > Paid Social,1,7.233,2
Affiliate > Paid Search > Internal Campaign,1,10.542,2
Display > Push Notifications,1,4.707,2
Display > Push Notifications,1,3.852,3
Email > Paid Social > Paid Search > Email > Paid Social > Paid Social,1,4.046,2
Paid Search > Paid Search > Push Notifications > Paid Search > Paid Search > Videos > Paid Social,1,1.52,3
Paid Search > Paid Search > Email > Paid Search > Push Notifications > Paid Search > Push Notifications > Direct Mail > Push Notifications > Paid Search > Push Notifications > Push Notifications > Paid Social > Push Notifications > Paid Social > Paid Search > Push Notifications > Paid Social,1,4.35,3
Email > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > SMS > Paid Search > Videos > Videos > Videos > Videos > Email > Videos > Videos > Videos > Videos,1,2.6,3
Push Notifications > Push Notifications > Push Notifications,0,0,3
Display > Display > Push Notifications,0,0,3
Email > Push Notifications > Paid Social > Email > Push Notifications > Email,1,2.815,2
Paid Search > Display > Display > Push Notifications > Paid Social,2,7.918,5
Paid Search > Paid Search > Display > Paid Social,0,0,2
Display > Affiliate,1,4.828,2
Display > Push Notifications > Paid Social > Paid Social,1,1.489,2
Display > Paid Social > Display,1,1.201,3
Display > Display > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Display > Paid Social > Videos > Videos > Videos > Videos > Videos > Videos > Paid Social > Videos > Videos > Videos > Videos,1,9.959,2
Push Notifications,1,1.383,2
Display > Push Notifications > Videos,1,5.14,2
Paid Search > SMS > Email > Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social,1,1.668,3
Display > Push Notifications > Paid Search,1,13.199,3
Push Notifications > Affiliate > Paid Search > Push Notifications,1,14.192,2
Paid Search > Paid Search > Email > Paid Search > Email > Paid Social > Paid Search > Email > Paid Social > Paid Social,1,3.8,3
Videos > Paid Search > Paid Search > Videos > Videos > Videos > Videos > Videos,0,0,3
Display > Paid Search > Paid Social > Display > Push Notifications > Paid Search,1,4.16,3
Paid Search > Paid Search > Videos > Videos,0,0,3
Paid Search > Paid Search > Paid Search > SMS > SMS > SMS > Email > Paid Social,1,5,2
Push Notifications > Paid Social > Push Notifications > Paid Search > Paid Search > Paid Search > Push Notifications > Push Notifications > Display > Push Notifications > Affiliate > Direct Mail > Paid Social > Paid Social > Paid Social,1,4.155,3
